work_year,experience_level,employment_type,job_title,salary_in_usd,company_location,company_size
0,3,0,11,2.39,2,2
0,0,0,4,1.25,2,2
0,0,0,4,1.1,2,2
0,2,0,4,1.5,2,2
0,2,0,4,1.0,2,2
0,0,0,2,1.49076,2,2
0,0,0,2,0.82365,2,2
0,1,0,11,1.46,2,2
0,1,0,11,0.75,2,2
0,0,0,9,1.395,2,2
0,0,0,9,1.094,2,2
0,0,0,11,1.395,2,2
0,0,0,11,1.094,2,2
0,1,0,11,1.496,2,2
0,1,0,11,1.02,2,2
0,1,0,4,0.97218,5,2
0,1,0,4,0.48609,5,2
0,0,0,11,2.52,2,2
0,0,0,11,1.29,2,2
0,0,0,4,0.95,2,2
0,0,0,4,0.855,2,2
0,0,0,4,1.859,2,2
0,0,0,4,1.217,2,2
0,2,0,18,1.5,2,2
0,2,0,18,1.0,2,2
0,1,0,11,1.45,2,2
0,1,0,11,1.25,2,2
0,1,0,2,1.5,2,2
0,1,0,2,0.9775,2,2
0,0,0,2,2.01,2,2
0,0,0,2,1.22,2,2
0,0,0,11,2.52,2,2
0,0,0,11,1.29,2,2
0,0,0,4,1.2,2,2
0,0,0,4,0.75,2,2
0,1,0,2,1.1699,2,2
0,1,0,2,0.8292,2,2
0,0,0,2,1.859,2,2
0,0,0,2,1.293,2,2
0,1,0,34,2.0,2,1
0,1,0,34,1.25,2,1
0,0,0,2,2.01,2,2
0,0,0,2,1.22,2,2
0,0,0,9,2.045,2,2
0,0,0,9,1.422,2,2
0,0,0,27,1.55,2,2
0,0,0,27,1.4,2,2
0,1,0,52,2.0592,2,2
0,1,0,52,1.716,2,2
0,0,0,11,1.215,2,2
0,0,0,11,0.78,2,2
0,1,0,11,1.54,2,2
0,1,0,11,1.16,2,2
0,0,0,2,1.9,2,2
0,0,0,2,1.36,2,2
0,1,0,4,0.7899,5,2
0,1,0,4,0.43809,5,2
0,0,0,4,1.8,2,2
0,0,0,4,1.1,2,2
0,0,0,2,2.753,2,2
0,0,0,2,1.83,2,2
0,0,0,11,1.7,2,2
0,0,0,11,1.4,2,2
0,0,0,11,1.54,2,2
0,0,0,11,1.16,2,2
0,0,0,11,1.6,2,2
0,0,0,11,1.3,2,2
0,1,0,11,2.0,2,2
0,1,0,11,1.2,2,2
0,0,0,2,1.75,2,2
0,0,0,2,1.6,2,2
0,1,0,11,1.27599,5,2
0,1,0,11,1.03294,5,2
0,0,0,11,1.536,2,2
0,0,0,11,1.068,2,2
0,2,0,4,0.85,2,2
0,2,0,4,0.75,2,2
0,0,0,2,2.25,2,2
0,0,0,2,1.564,2,2
0,0,0,7,1.5,2,2
0,0,0,7,1.2,2,2
0,0,0,9,1.638,2,2
0,0,0,9,1.26,2,2
0,0,0,4,1.45,2,2
0,0,0,4,0.9,2,2
0,0,0,9,2.045,2,2
0,0,0,9,1.422,2,2
0,0,0,4,0.95,2,2
0,0,0,4,0.855,2,2
0,0,0,11,1.675,2,2
0,0,0,11,1.065,2,2
0,0,0,11,1.638,2,2
0,0,0,11,1.26,2,2
0,1,0,19,1.55,2,2
0,1,0,19,1.4,2,2
0,0,0,18,2.5,2,2
0,0,0,18,2.0,2,2
0,0,0,2,2.6,2,2
0,0,0,2,1.86,2,2
0,0,0,11,1.6,2,2
0,0,0,11,1.3,2,2
0,0,0,18,2.0,2,2
0,0,0,18,1.5,2,2
0,0,0,2,0.48289,1,2
0,0,0,2,0.38631,1,2
0,0,0,2,1.5,2,2
0,0,0,2,1.2,2,2
0,2,0,4,0.3,7,2
0,1,0,18,1.85,2,2
0,1,0,18,1.25,2,2
1,2,3,4,0.3432,2,1
1,1,0,20,0.09289,24,2
0,0,0,25,0.75116,25,0
1,3,0,26,1.06,26,0
0,0,0,4,1.75,2,2
0,0,0,4,1.3,2,2
0,0,0,4,1.22,2,2
0,0,0,4,0.938,2,2
0,0,0,26,1.5,23,2
0,0,0,26,0.9,23,2
0,0,0,4,1.65,2,2
0,0,0,4,1.12,2,2
0,2,0,12,2.2,2,2
0,0,0,53,0.71897,4,2
0,2,0,17,0.64385,4,2
0,0,0,9,2.045,2,2
0,0,0,9,1.422,2,2
0,0,0,4,0.15806,7,1
0,1,0,9,2.0,2,2
0,1,0,9,1.75,2,2
0,0,0,11,1.859,2,2
0,0,0,11,1.293,2,2
0,0,0,4,1.859,2,2
0,0,0,4,1.217,2,2
0,0,0,9,2.045,2,2
0,0,0,9,1.422,2,2
0,1,0,2,0.4,12,0
0,0,0,50,0.29453,27,2
0,0,0,4,1.8018,2,2
0,0,0,4,1.0602,2,2
0,0,0,2,1.36,2,2
0,0,0,2,1.04,2,2
0,0,0,4,1.25,2,2
0,0,0,4,1.1,2,2
0,0,0,9,1.534,2,2
0,0,0,9,1.227,2,2
0,3,0,11,3.1,2,2
0,3,0,11,2.39,2,2
0,0,0,4,1.5238,2,2
0,0,0,4,1.21904,2,2
0,0,0,2,1.859,2,2
0,0,0,2,1.293,2,2
0,0,0,9,2.475,2,2
0,0,0,9,1.722,2,2
0,0,0,15,1.684,2,2
0,0,0,15,1.052,2,2
0,0,0,9,1.2828,2,2
0,0,0,9,1.069,2,2
1,0,0,39,1.92,2,0
0,1,0,11,1.4,2,2
0,1,0,11,1.0,2,2
0,0,0,6,1.07309,4,1
0,0,0,6,0.85847,4,1
0,0,0,9,2.75,4,2
0,0,0,9,1.74,4,2
0,0,0,11,1.395,2,2
0,0,0,11,1.094,2,2
0,0,0,9,1.395,2,2
0,0,0,9,1.094,2,2
0,0,0,4,1.705,2,2
0,0,0,4,0.85,2,2
0,0,0,27,0.72946,5,2
0,0,0,27,0.54365,5,2
0,3,0,54,1.60288,5,2
0,3,0,54,1.27467,5,2
0,0,0,11,0.8,2,2
0,0,0,11,0.65,2,2
0,0,0,11,1.2474,2,2
0,0,0,11,0.65488,2,2
0,0,0,13,0.722,2,2
0,0,0,13,0.6498,2,2
0,0,0,11,1.536,2,2
0,0,0,11,1.068,2,2
0,0,0,4,1.79975,2,2
0,0,0,4,0.86466,2,2
0,0,0,11,1.2,2,2
0,0,0,11,0.9,2,2
0,1,0,55,0.51039,5,2
0,1,0,55,0.42533,5,2
0,0,0,2,1.49076,2,2
0,0,0,2,0.82365,2,2
0,0,0,4,1.69,2,2
0,0,0,4,1.106,2,2
0,0,0,26,1.75,2,2
0,0,0,26,1.2,2,2
0,0,0,4,2.3,2,2
0,0,0,4,1.8,2,2
0,0,0,4,1.536,2,2
0,0,0,4,1.068,2,2
0,0,0,27,1.4,2,2
0,0,0,27,1.2,2,2
0,0,0,52,2.0592,2,2
0,0,0,52,1.716,2,2
0,0,0,4,1.65,2,2
0,0,0,4,1.25,2,2
0,0,0,11,2.65,2,2
0,0,0,11,1.85,2,2
0,1,0,16,1.3,2,2
1,2,0,2,1.68,2,2
0,1,0,36,0.38631,1,0
0,0,0,4,0.95,2,2
0,0,0,4,0.855,2,2
0,0,0,2,1.471,2,2
0,0,0,2,0.907,2,2
0,0,0,11,1.6758,2,2
0,0,0,11,0.8798,2,2
0,0,0,11,2.02,2,2
0,0,0,11,1.35,2,2
0,0,0,11,1.638,2,2
0,0,0,11,1.26,2,2
0,0,0,9,1.638,2,2
0,0,0,9,1.26,2,2
0,0,0,11,1.04,2,2
0,0,0,11,0.65,2,2
0,0,0,6,2.3,2,2
0,0,0,6,1.48,2,2
0,0,0,9,2.69,3,2
0,0,0,9,1.58,3,2
0,0,0,7,1.97,2,2
0,0,0,7,1.06,2,2
0,1,0,56,1.5,2,2
0,1,0,56,1.0,2,2
0,0,0,11,2.9,2,2
0,0,0,11,2.1,2,2
0,0,0,11,1.92,2,2
0,0,0,11,1.728,2,2
0,0,0,2,3.0024,2,2
0,0,0,2,2.0016,2,2
0,0,0,2,3.0024,2,2
0,0,0,2,2.0016,2,2
0,0,0,7,1.75,2,2
0,0,0,7,1.4,2,2
0,0,0,27,1.69,2,2
0,0,0,27,1.0,2,2
0,0,0,2,3.7,2,2
0,0,0,2,2.45,2,2
0,1,0,11,1.15447,5,0
0,0,0,4,1.1,2,1
0,0,0,4,0.8,2,1
0,2,0,4,0.55,2,2
0,2,0,4,0.48,2,2
0,0,0,4,0.95,2,2
0,0,0,4,0.85,2,2
0,0,0,11,1.375,2,2
0,0,0,11,0.815,2,2
0,0,0,9,3.233,2,2
0,0,0,9,1.847,2,2
3,1,0,36,0.3,17,1
0,0,0,9,1.86,2,2
0,0,0,9,1.53088,2,2
0,1,0,42,1.9,2,2
0,1,0,42,1.6,2,2
0,0,0,9,2.0,2,2
0,0,0,9,1.5,2,2
0,1,0,42,1.9,2,2
0,1,0,42,1.8331,2,2
0,0,0,9,2.4,2,2
0,0,0,9,1.8,2,2
0,0,0,9,2.0,2,2
0,0,0,9,1.5,2,2
0,0,0,26,2.995,2,2
0,0,0,26,2.451,2,2
0,0,0,11,1.44,2,2
0,0,0,11,0.66,2,2
0,1,0,9,1.485,2,2
0,1,0,9,1.26277,2,2
0,0,0,15,2.28,2,2
0,0,0,15,1.2,2,2
0,0,0,57,1.8,2,2
0,0,0,57,0.9,2,2
0,0,0,2,1.265,2,2
0,0,0,2,0.78,2,2
0,0,0,11,1.8,2,2
0,0,0,11,1.6,2,2
0,0,0,57,2.72,2,2
0,0,0,57,1.7,2,2
0,1,0,4,0.8,2,2
0,1,0,4,0.6,2,2
0,0,0,11,2.59,2,2
0,0,0,11,1.46,2,2
0,0,0,11,2.0,2,2
0,0,0,11,1.6,2,2
0,3,0,11,3.1,2,2
0,3,0,11,2.39,2,2
0,0,0,4,1.42,2,2
0,0,0,4,0.95,2,2
0,0,0,2,1.55,2,2
0,0,0,2,1.395,2,2
0,1,0,11,1.4,2,2
0,1,0,11,1.2,2,2
0,0,0,11,2.59,2,2
0,0,0,11,1.46,2,2
0,1,0,4,1.09371,28,2
0,1,0,4,0.72914,28,2
0,2,3,4,0.17779,7,0
0,2,0,2,0.19522,24,0
0,0,0,47,2.475,2,2
0,0,0,47,1.722,2,2
0,0,0,2,2.25,2,2
0,0,0,2,1.564,2,2
0,0,0,11,1.395,2,2
0,0,0,11,1.094,2,2
0,1,0,11,1.25,2,2
0,1,0,11,0.9,2,2
0,0,0,52,1.07309,12,2
0,0,0,52,0.75116,12,2
0,0,0,2,1.859,2,2
0,0,0,2,1.293,2,2
0,0,0,9,1.395,2,2
0,0,0,9,1.094,2,2
0,0,0,4,1.2,2,2
0,0,0,4,0.75,2,2
0,0,0,4,1.69,2,2
0,0,0,4,1.106,2,2
0,0,0,9,2.88,2,2
0,0,0,9,1.4,2,2
0,0,0,9,2.88,2,2
0,0,0,9,1.4,2,2
0,1,0,11,1.2,2,2
0,1,0,11,0.9,2,2
0,1,0,47,0.72914,5,2
0,1,0,47,0.60761,5,2
0,0,0,2,2.1505,2,2
0,0,0,2,1.564,2,2
0,0,0,15,1.98,2,2
0,0,0,15,1.14,2,2
0,2,0,4,0.75,2,2
0,2,0,4,0.6,2,2
0,0,0,9,2.045,2,2
0,0,0,9,1.422,2,2
0,0,0,2,2.093,2,2
0,0,0,2,1.822,2,2
0,0,0,27,1.4,2,2
0,0,0,27,1.2,2,2
1,2,0,2,0.85,2,2
0,1,0,9,0.48609,5,2
0,2,0,6,1.2,5,2
0,2,0,6,0.6,5,2
0,0,0,9,1.471,2,2
0,0,0,9,0.907,2,2
0,0,0,11,2.3,2,2
0,0,0,11,1.7,2,2
0,0,0,4,2.27,2,2
0,0,0,4,1.08,2,2
0,0,0,11,1.8,2,2
0,0,0,11,1.6,2,2
0,0,0,15,1.8,2,2
0,0,0,15,1.6,2,2
0,0,0,11,1.8,2,2
0,0,0,11,1.3,2,2
0,0,0,4,0.558,1,2
0,0,0,4,0.51508,1,2
0,2,0,4,0.6,2,0
0,2,0,4,0.5,2,0
0,0,0,11,2.267,2,2
0,0,0,11,1.333,2,2
0,0,0,11,2.52,2,2
0,0,0,11,1.29,2,2
0,0,0,58,1.51902,5,0
0,2,0,2,0.09727,7,0
0,0,0,4,0.8,2,2
0,0,0,4,0.525,2,2
0,0,0,11,2.5,2,2
0,0,0,11,1.625,2,2
0,2,0,4,0.85,2,2
0,2,0,4,0.75,2,2
0,0,0,4,1.536,2,2
0,0,0,4,1.068,2,2
0,1,0,4,1.65,2,2
0,1,0,4,1.24,2,2
0,0,0,4,1.15934,2,2
0,0,0,4,0.81666,2,2
0,0,0,11,1.6758,2,2
0,0,0,11,0.8798,2,2
0,0,0,11,2.5,2,2
0,0,0,11,0.63,2,2
0,0,0,18,2.5375,1,2
0,0,0,18,1.692,1,2
0,0,0,18,2.5375,1,2
0,0,0,18,1.692,1,2
0,1,0,2,1.7,2,2
0,1,0,2,1.2,2,2
0,0,0,11,1.2474,2,2
0,0,0,11,0.65488,2,2
0,0,0,11,2.1358,2,2
0,0,0,11,1.63625,2,2
0,2,0,11,0.12,29,0
1,0,0,57,3.75,2,2
0,0,0,11,1.01943,15,2
0,1,0,59,0.16414,7,0
0,0,0,9,2.2,2,2
0,0,0,9,1.7,2,2
0,3,0,11,2.35,2,2
0,3,0,11,2.1,2,2
0,0,0,15,1.8,2,2
0,0,0,15,1.15,2,2
0,0,0,15,2.0,2,2
0,0,0,15,1.15,2,2
0,0,0,26,2.3125,2,2
0,0,0,26,1.3875,2,2
0,0,0,9,2.8431,2,2
0,0,0,9,1.5309,2,2
0,0,0,11,1.6,2,2
0,0,0,11,0.75,2,2
0,1,0,4,1.25,2,2
0,1,0,4,1.05,2,2
0,1,0,4,1.09371,5,2
0,1,0,4,0.85066,5,2
0,2,0,4,0.55,2,2
0,2,0,4,0.48,2,2
0,2,0,4,1.0,2,2
0,0,0,47,2.259,2,2
0,0,0,47,1.564,2,2
0,0,0,11,2.5,2,2
0,0,0,11,1.625,2,2
0,0,0,9,3.183,2,2
0,0,0,9,1.888,2,2
0,0,0,4,3.85,2,2
0,0,0,4,0.6,2,2
0,1,0,4,1.1,2,2
0,1,0,4,0.95,2,2
0,0,0,2,1.45,2,2
0,0,0,2,1.35,2,2
0,0,0,4,1.8018,2,2
0,0,0,4,1.0602,2,2
0,0,0,4,0.93919,2,2
0,0,0,4,0.51962,2,2
0,0,0,11,2.41871,2,2
0,0,0,11,1.33832,2,2
0,0,0,2,1.7,2,2
0,0,0,2,0.9,2,2
0,3,0,11,2.10914,2,2
0,3,0,11,1.16704,2,2
0,0,0,4,1.925,2,2
0,0,0,4,1.4,2,2
0,0,0,2,1.49076,2,2
0,0,0,2,0.82365,2,2
0,1,0,9,0.36,23,1
0,0,0,2,1.75,2,2
0,0,0,2,1.4875,2,2
0,0,0,18,3.7,2,2
0,0,0,18,2.0,2,2
0,0,0,2,2.35,2,2
0,0,0,2,1.85,2,2
0,1,0,9,1.21523,5,2
0,1,0,9,0.97218,5,2
0,0,0,2,2.161,2,2
0,0,0,2,1.408,2,2
0,1,0,9,1.45828,5,2
0,1,0,9,1.21523,5,2
0,0,0,60,0.53654,3,0
0,2,0,2,1.1,2,1
0,0,0,11,1.28,2,2
0,0,0,11,0.815,2,2
0,1,0,11,0.66837,5,2
0,1,0,11,0.63192,5,2
0,1,0,4,0.60761,5,2
0,1,0,4,0.54685,5,2
0,3,0,11,2.84,2,2
0,3,0,11,2.36,2,2
0,0,0,18,2.481,3,2
0,0,0,18,1.459,3,2
0,0,0,6,1.5585,2,2
0,0,0,6,1.02544,2,2
0,1,0,2,1.5141,2,2
0,1,0,2,1.1536,2,2
0,1,0,11,0.66531,1,2
0,1,0,11,0.5902,1,2
0,0,0,33,1.25686,3,2
0,0,0,61,1.0,9,0
0,2,0,2,0.12767,7,0
0,0,0,2,2.5,2,2
0,0,0,2,1.625,2,2
0,0,0,2,1.85,5,2
0,0,0,2,1.2025,5,2
0,2,0,11,0.26827,4,0
1,2,0,2,1.8,2,2
0,1,0,18,0.85,2,2
0,1,0,18,0.7,2,2
0,0,0,46,1.35,2,2
0,0,0,46,1.0,2,2
0,3,0,19,1.55,2,2
0,3,0,19,1.4,2,2
0,0,0,9,2.045,2,2
0,0,0,9,1.422,2,2
0,0,0,11,2.267,2,2
0,0,0,11,1.333,2,2
0,0,0,2,2.25,2,2
0,0,0,2,1.564,2,2
0,0,0,11,1.638,2,2
0,0,0,11,1.26,2,2
0,0,0,9,1.638,2,2
0,0,0,9,1.26,2,2
0,0,0,1,2.2,2,2
0,0,0,1,1.5,2,2
0,0,0,11,1.45,2,2
0,0,0,11,1.15,2,2
0,0,0,19,2.045,2,2
0,0,0,19,1.389,2,2
0,1,0,11,1.625,2,2
0,1,0,11,1.3,2,2
0,0,0,11,1.5,2,2
0,0,0,11,1.07,2,2
0,3,0,11,1.75,2,2
0,3,0,11,1.1,2,2
0,0,0,11,2.267,2,2
0,0,0,11,1.333,2,2
0,0,0,11,2.52,2,2
0,0,0,11,1.29,2,2
0,0,0,9,1.5,2,2
0,0,0,9,1.25,2,2
0,0,0,11,2.52,2,2
0,0,0,11,1.29,2,2
0,0,0,2,2.25,2,2
0,0,0,2,1.564,2,2
1,1,0,18,0.23,7,0
0,1,0,9,1.1,2,0
0,0,0,11,2.65,2,2
0,0,0,11,1.8275,2,2
0,1,0,4,1.3,2,2
0,1,0,4,1.0,2,2
0,0,0,4,1.536,2,2
0,0,0,4,1.068,2,2
0,0,0,11,1.375,2,2
0,0,0,11,0.815,2,2
0,3,0,54,3.141,2,2
0,3,0,54,1.958,2,2
0,0,0,3,2.05,2,2
0,0,0,3,1.8,2,2
0,0,0,2,1.65,2,2
0,0,0,2,1.44,2,2
0,2,0,46,1.6,2,2
0,2,0,46,1.0,2,2
0,3,0,11,2.0,2,2
0,3,0,11,1.45,2,2
0,1,0,4,1.5,2,2
0,1,0,4,1.0,2,2
0,0,0,27,1.99,2,2
0,0,0,27,1.12,2,2
0,0,0,2,1.05,2,2
0,0,0,2,0.7,2,2
0,2,0,29,1.3,21,1
0,0,0,4,1.8018,2,2
0,0,0,4,1.0602,2,2
0,2,0,11,1.6,2,2
0,2,0,11,1.35,2,2
0,0,0,2,1.83,2,2
0,0,0,2,1.34,2,2
0,0,0,9,2.2,2,2
0,0,0,9,1.5,2,2
0,0,0,3,3.5,2,0
0,0,0,3,2.625,2,0
0,0,0,4,1.22,2,2
0,0,0,4,0.94,2,2
0,0,0,9,2.76,2,2
0,0,0,9,1.84,2,2
0,3,0,11,3.1,2,2
0,3,0,11,2.39,2,2
0,0,0,2,2.25,2,2
0,0,0,2,1.564,2,2
0,1,0,9,1.8,2,2
0,1,0,9,1.5,2,2
0,0,0,2,2.28,2,2
0,0,0,2,1.52,2,2
0,0,0,2,2.0945,2,2
0,0,0,2,1.58677,2,2
0,0,0,4,1.75,2,2
0,0,0,4,1.45,2,2
0,0,0,11,2.4,2,2
0,0,0,11,1.7,2,2
0,1,0,4,1.032,2,2
0,1,0,4,0.612,2,2
1,1,0,2,1.55,2,0
3,2,0,62,0.6697,19,0
0,0,0,2,0.63312,30,0
0,0,0,2,2.37,2,2
0,0,0,2,1.45,2,2
0,0,0,2,2.4,2,2
0,0,0,2,1.39,2,2
0,0,0,15,1.745,2,2
0,0,0,15,1.13,2,2
0,0,0,4,1.3,2,2
0,0,0,4,0.87,2,2
0,0,0,4,1.6,2,2
0,0,0,4,1.08,2,2
0,0,0,11,1.65,2,2
0,0,0,11,1.0725,2,2
0,0,0,11,3.0,2,2
0,0,0,11,1.19,2,2
0,0,0,2,2.858,2,2
0,0,0,2,1.546,2,2
0,1,0,54,0.60795,7,0
0,2,0,4,0.3,2,1
0,1,0,26,2.2,2,2
0,1,0,26,1.95,2,2
0,0,0,27,1.684,2,2
0,0,0,27,1.052,2,2
0,1,0,4,2.06,2,2
0,1,0,4,1.6,2,2
0,0,0,7,2.0,2,2
0,0,0,7,1.75,2,2
0,0,0,7,2.3125,2,2
0,0,0,7,1.3875,2,2
0,0,0,11,1.53,3,2
0,0,0,11,0.94,3,2
0,0,0,11,2.405,2,0
0,0,0,11,1.237,2,0
0,0,0,11,1.6,2,2
0,0,0,11,0.9,2,2
0,2,0,2,1.24234,2,2
0,2,0,2,0.7454,2,2
0,1,0,4,1.09,2,2
0,1,0,4,0.79,2,2
1,0,0,9,0.84053,12,0
0,1,0,9,0.5,31,1
0,0,0,2,2.753,2,2
0,0,0,2,1.835,2,2
0,0,0,2,2.753,2,2
0,0,0,2,1.835,2,2
0,0,0,4,1.6,2,2
0,0,0,4,1.256,2,2
0,0,0,11,1.7,2,2
0,0,0,11,1.2,2,2
0,0,0,11,2.25,2,2
0,0,0,11,1.4,2,2
0,0,0,4,1.4129,2,2
0,0,0,4,0.74178,2,2
0,0,0,2,1.5,2,2
0,0,0,2,1.2,2,2
0,0,0,11,0.85,2,2
0,0,0,11,0.75,2,2
0,0,0,11,2.2,2,2
0,0,0,11,1.6,2,2
0,0,0,11,2.056,2,2
0,0,0,11,1.075,2,2
0,1,0,11,1.2,2,2
0,1,0,11,0.95,2,2
0,0,0,11,1.859,2,2
0,0,0,11,1.293,2,2
0,0,0,11,1.6,2,2
0,0,0,11,1.3,2,2
0,2,0,2,0.12888,7,1
0,1,0,11,2.5,2,2
0,1,0,11,1.75,2,2
0,0,0,2,1.36,2,2
0,0,0,2,1.04,2,2
0,1,0,4,0.8,2,2
0,1,0,4,0.525,2,2
0,0,0,2,1.1,2,2
0,0,0,2,0.84,2,2
0,0,0,49,1.25,2,2
0,0,0,49,1.1,2,2
0,1,0,4,0.9,2,2
0,1,0,4,0.8,2,2
0,0,0,1,2.0,2,2
0,0,0,1,1.35,2,2
1,2,0,20,0.48,2,0
0,2,0,17,1.2,32,1
0,0,0,11,1.3,2,2
0,0,0,11,0.75,2,2
0,0,0,11,2.52,2,2
0,0,0,11,1.29,2,2
0,1,0,4,1.5,2,2
0,1,0,4,1.0,2,2
0,0,0,11,2.267,2,2
0,0,0,11,1.333,2,2
0,0,0,2,1.9,2,2
0,0,0,2,1.65,2,2
0,0,0,11,1.7,2,2
0,0,0,11,1.5,2,2
0,1,0,11,1.5,2,2
0,1,0,11,1.3,2,2
0,0,0,2,2.25,2,2
0,0,0,2,1.564,2,2
0,0,0,12,2.0,2,1
0,1,0,21,0.8,33,1
0,2,0,20,0.12877,34,0
1,2,0,17,0.06304,35,1
0,1,0,63,0.17509,19,2
0,0,0,2,2.57,2,2
0,0,0,2,1.34,2,2
0,0,0,2,0.77262,36,2
0,0,0,2,0.38631,36,2
0,0,0,11,2.056,2,0
0,0,0,11,1.057,2,0
0,0,0,46,1.4,2,2
0,0,0,46,1.1,2,2
0,0,0,26,2.995,2,2
0,0,0,26,2.451,2,2
0,0,0,18,2.1,2,2
0,0,0,18,1.518,2,2
0,1,0,2,0.53654,37,0
0,0,0,4,0.51508,1,2
0,0,0,4,0.40777,1,2
0,0,0,4,0.51508,1,2
0,0,0,4,0.40777,1,2
0,2,0,11,1.6,2,2
0,2,0,11,1.35,2,2
0,1,0,11,1.2,2,2
0,1,0,11,0.95,2,2
0,0,0,11,2.5,2,2
0,0,0,11,0.63,2,2
0,0,0,2,2.37,2,2
0,0,0,2,1.45,2,2
0,0,0,2,1.3,2,2
0,0,0,2,0.9,2,2
0,1,0,4,1.2,2,2
0,1,0,4,1.0,2,2
0,0,0,15,1.745,2,2
0,0,0,15,1.13,2,2
0,1,0,2,1.8331,2,2
0,1,0,2,1.8331,2,2
0,0,0,4,1.45,2,2
0,0,0,4,1.025,2,2
0,0,0,2,2.1,2,2
0,0,0,2,1.85,2,2
0,0,0,15,1.745,2,2
0,0,0,15,1.13,2,2
0,0,0,50,1.22,2,2
0,0,0,50,0.94,2,2
0,0,0,2,2.2,2,2
0,0,0,2,1.46,2,2
0,0,0,11,3.0,2,2
0,0,0,11,1.3,2,2
0,1,0,2,0.2474,27,0
1,1,0,12,0.15897,7,2
0,0,0,50,1.45,2,2
0,0,0,50,1.28,2,2
0,0,0,2,1.82,2,2
0,0,0,2,1.4,2,2
0,0,0,11,1.22,2,2
0,0,0,11,0.94,2,2
0,0,0,9,0.77262,36,2
0,0,0,9,0.38631,36,2
0,3,0,2,3.0,2,2
0,3,0,2,2.0,2,2
0,1,0,4,1.35,2,2
0,1,0,4,1.055,2,2
0,0,0,11,2.52,2,2
0,0,0,11,1.29,2,2
1,1,0,2,1.1,2,0
0,0,0,2,1.36,2,2
0,0,0,2,1.04,2,2
0,0,0,2,1.68,2,2
0,0,0,2,1.3,2,2
0,1,0,4,0.7899,5,2
0,1,0,4,0.43809,5,2
0,1,0,11,1.2,2,2
0,1,0,11,0.95,2,2
0,0,0,2,1.534,2,2
0,0,0,2,1.227,2,2
0,0,0,2,1.85,2,2
0,0,0,2,1.6,2,2
0,0,0,2,2.05,2,2
0,0,0,2,1.85,2,2
0,0,0,9,2.045,2,2
0,0,0,9,1.422,2,2
0,1,0,9,1.45,2,2
0,1,0,9,0.87,2,2
0,2,0,2,0.5,2,2
0,0,0,1,2.341,2,2
0,0,0,1,2.035,2,2
0,0,0,2,2.238,2,2
0,0,0,2,1.721,2,2
0,0,0,2,1.8,2,2
0,0,0,2,1.5,2,2
0,0,0,11,2.322,2,2
0,0,0,11,1.672,2,2
0,0,0,46,1.97,2,2
0,0,0,46,1.06,2,2
0,0,0,18,1.8,2,2
0,0,0,18,1.45,2,2
0,0,0,64,2.25,2,2
0,0,0,64,2.0,2,2
0,0,0,11,1.7,2,2
0,0,0,11,1.14,2,2
0,0,0,11,2.915,2,2
0,0,0,11,1.8,2,2
0,3,0,11,1.962,2,2
0,3,0,11,1.509,2,2
0,0,0,2,1.684,2,2
0,0,0,2,1.052,2,2
0,1,0,11,0.95,1,2
0,1,0,11,0.8,1,2
0,1,0,4,1.16,2,2
0,1,0,4,0.72,2,2
0,0,0,7,2.07,2,2
0,0,0,7,1.67,2,2
0,0,0,9,1.45,2,2
0,0,0,9,1.35,2,2
0,1,0,11,1.05,2,2
0,1,0,11,0.7,2,2
0,0,0,15,1.8,2,2
0,0,0,15,1.15,2,2
0,0,0,11,1.338,2,2
0,0,0,11,0.961,2,2
0,1,0,4,1.2,2,2
0,1,0,4,0.8,2,2
0,0,0,65,1.4,2,2
0,0,0,65,1.0,2,2
0,0,0,18,1.5,2,2
0,0,0,18,1.2,2,2
0,0,0,40,1.4,2,2
0,0,0,40,1.15,2,2
0,0,0,26,2.973,2,2
0,0,0,26,1.982,2,2
0,0,0,2,2.973,2,2
0,0,0,2,1.982,2,2
0,0,0,11,2.02,2,2
0,0,0,11,1.35,2,2
0,0,0,2,1.1,2,2
0,0,0,2,0.84,2,2
0,1,0,9,2.19,2,0
0,0,0,3,2.3,2,2
0,0,0,3,1.96,2,2
0,0,0,46,1.4,2,2
0,0,0,46,1.1,2,2
0,1,0,4,1.5,2,2
0,1,0,4,1.0,2,2
0,0,0,11,1.6,2,2
0,0,0,11,1.1,2,2
0,0,0,2,1.859,2,2
0,0,0,2,1.293,2,2
0,0,0,3,1.261,2,0
0,0,0,3,0.72,2,0
0,0,0,11,1.7,2,2
0,0,0,11,1.5,2,2
0,1,0,9,1.75,2,2
0,1,0,9,1.4,2,2
0,0,0,4,2.405,2,2
0,0,0,4,1.375,2,2
0,1,0,2,1.875,2,2
0,1,0,2,1.65,2,2
0,1,0,66,0.72914,5,0
1,2,3,4,0.25216,2,0
0,0,0,18,2.1,2,2
0,0,0,18,1.6575,2,2
0,0,0,34,2.25,2,2
0,0,0,34,1.6575,2,2
0,1,0,9,1.09006,5,2
0,1,0,9,0.67141,5,2
0,0,0,2,1.35,2,2
0,0,0,2,1.15,2,2
0,0,0,67,2.75,2,2
0,0,0,67,1.75,2,2
0,0,0,2,1.7,2,2
0,0,0,2,1.4,2,2
0,0,0,11,1.75308,2,2
0,0,0,11,1.00706,2,2
0,0,0,67,2.35,2,2
0,0,0,67,1.35,2,2
0,0,0,11,3.1,2,2
0,0,0,11,2.29,2,2
